name,city,website,body_comp_score,bone_density_score,blut_score,enrichment_status
MVZ Labor Dresden Bayreuther Straße GmbH,Dresden,https://www.google.com/maps/search/?api=1&query=MVZ%20Labor%20Dresden%20Bayreuther%20Stra%C3%9Fe%20GmbH&query_place_id=ChIJr9IKxJHFCUcRSqhb9Sw_B44,0,0,0,success
Institut für Medizinische Mikrobiologie und Hygiene,Dresden,https://www.google.com/maps/search/?api=1&query=Institut%20f%C3%BCr%20Medizinische%20Mikrobiologie%20und%20Hygiene&query_place_id=ChIJ8ypS2cnICUcRPcVp7yS-TuQ,0,0,0,success
Labor für Wasser und Umwelt GmbH,Bad Liebenwerda,http://www.lwu-lib.de,0,0,0,failed
Medizinisches Labor Ostsachsen MVZ eGbR,Bautzen,https://www.labor-ostsachsen.de,0,0,0,success
Krankenhaus St. Joseph-Stift Dresden,Dresden,https://www.josephstift-dresden.de,0,0,0,success
labopart - Medizinisches Labor Chemnitz,Chemnitz,https://www.labopart.de/unser-labor/standorte/#laborchemnitz,0,0,0,success
Klinikum Darmstadt Institut : Labormedizin,Darmstadt,https://klinikum-darmstadt.de/qualitaet-sicherheit/zentrum-fuer-labormedizin,0,0,0,success
Bioscientia Labor Wermsdorf,Wermsdorf,https://www.bioscientia.de/standorte/wermsdorf,0,0,0,success
MVZ Offenbach - Labordiagnostik,Offenbach am Main,https://www.sana.de/offenbach/medizin-pflege/standard-titel,0,0,0,success
test.net GmbH - Testlabor,Offenbach am Main,https://www.google.com/maps/search/?api=1&query=test.net%20GmbH%20-%20Testlabor&query_place_id=ChIJe56OACF1vUcRxC4uB94ZeKc,0,0,0,success
ON FILM LAB,Frankfurt am Main,https://onfilmlab.de,0,0,0,success
MVZ Rhein-Main-Zentrum für Diagnostik GmbH,Weiterstadt,https://dieradiologen-da.de,0,0,0,success
Centrum f. Hämatologie und Onkologie Bethanien,Frankfurt am Main,http://www.onkologie-bethanien.de,0,0,0,success
Euro-labor GmbH,Freiburg im Breisgau,http://www.euro-labor-freiburg.de,0,0,0,success
MVZ Laborverbund GmbH Zweigpraxis Rüdersdorf,Rüdersdorf bei Berlin,https://ladr.de/fachlabore/ruedersdorf/kontakt,0,0,0,success
COAGUMED Gerinnungszentrum,Berlin,https://gerinnungszentrum-berlin.de,0,0,0,success
Gerinnungssprechstunde Hausvogteiplatz,Berlin,https://www.medicover.de/de/facilities/medicover-berlin-mitte-mvz/behandlungsbereiche/haemostaseologie,0,0,0,success
"MVZ AnthroNUK, Berliner Zentrum für Nuklearmedizin und Schilddrüsentherapie",Berlin,http://anthronuk.de,0,0,0,success
Medicover Berlin-Mitte MVZ,Berlin,http://www.medicover.de/de/facilities/medicover-berlin-mitte-mvz,0,0,1,success
MEDICOVER Berlin-Charlottenburg MVZ,Berlin,http://www.medicover.de/de/facilities/medicover-charlottenburg-mvz,0,0,0,success
Pränatale Diagnostik Berlin-Lichtenberg,Berlin,http://www.pd-bl.de,0,0,0,success
MVZ MED ON Schmerz-Centrum Berlin,Berlin,https://www.dr-immler.de,0,0,0,success
MVZ BeRaNuk GmbH – Nuklearmedizin,Berlin,http://www.beranuk.de,0,0,0,success
medienrettung,Berlin,https://www.medienrettung.de,0,0,0,success
Überörtliche Berufsausübungsgmeinschaft MVZ DTZ am Frankfurter Tor/ MVZ DTZ am OZB Onkozentrum Berlin,Berlin,http://www.berlin-dtz.de,0,0,0,success
endokrinologikum Berlin im Lindencorso,Berlin,https://www.endokrinologikum-berlin.de,0,0,0,success
Medicover Uhlandstrasse,Berlin,https://www.medicover.de/de/facilities/medicover-berlin-uhlandstrasse-mvz/about,0,0,0,success
Labor Becker (Landshut),Landshut,http://www.labor-becker.de,0,0,0,success
Klinikum des Landkreises Deggendorf Institut für Laboratoriumsdiagnostik und Transfusionsmedizin,Deggendorf,https://www.donau-isar-klinikum.de/kliniken-institute/deggendorf/institut-fr-laboratoriumsdiagnostik-lmmunhmatologie-und-mikrobio/index.html,0,0,0,success
Medizinisches Analysezentrum Labor,Parchim,https://www.ladr.de,0,2,0,success
Laborgemeinschaft Niederbayerischer Ärzte,Straubing,https://www.google.com/maps/search/?api=1&query=Laborgemeinschaft%20Niederbayerischer%20%C3%84rzte&query_place_id=ChIJUWZjfaNldUcRSnx7yYYUwwE,0,0,0,success
MVZ Labor Passau GmbH,Passau,http://www.labor-passau.de,0,0,0,success
MVZ Schierling,Schierling,https://www.mvz-schierling.de,0,0,0,success
MVZ Labordiagnostik Regensburg GmbH,Regensburg,http://www.mvz-r.de,0,0,2,success
ICH Stendal - Medizinisches Labor,Stendal,http://www.ich-hamburg-stendal.de,0,0,0,success
LADR Medizinisches Versorgungszentrum Braunschweig,Braunschweig,https://ladr.de/fachlabore/braunschweig/kontakt,0,0,0,success
Labor MVZ Westmecklenburg,Schwerin,http://www.labor-schwerin.de,0,0,3,success
Institut für Laboratoriumsmedizin | Helios Kliniken Schwerin,Schwerin,https://www.helios-gesundheit.de/kliniken/schwerin/unser-angebot/unsere-zentren-und-institute/laboratoriums-und-transfusionsmedizin,0,0,0,success
Medizinisches Labor Rostock,Rostock,https://www.labormedicus.de,0,0,0,success
Novum Analytik GmbH,Heilbronn,https://novum-analytik.de,0,0,0,success
TOXILAB Ludwigsburg Labor Für Toxikologie Und Drogenuntersuchungen GmbH,Ludwigsburg,https://www.mvz-labor-lb.de/toxilab,0,0,2,success
MVZ Labor Ludwigsburg,Ludwigsburg,https://www.mvz-labor-lb.de,0,2,0,success
SRH Kurpfalzkrankenhaus Heidelberg GmbH,Heidelberg,http://www.kurpfalzkrankenhaus.de,0,0,0,success
"Innere Medizin I - Endokrinologie, Stoffwechsel",Heidelberg,http://www.klinikum.uni-heidelberg.de,0,0,0,success
"Zentrum für Diabetes, Nieren- und Hochdruckkrankheiten MVZ GmbH",Bielefeld,http://www.dialysezentrum-bielefeld.de,0,0,0,success
MVZ Medicum Brake Hausärzte GbR,Bielefeld,http://www.medicum-brake.de,0,0,0,success
"Städtisches Klinikum Karlsruhe gGmbH Zentrum für Labormedizin, Mikrobiologie und Transfusionsmedizin (ZLMT)",Karlsruhe,http://www.klinikum-karlsruhe.com,0,0,0,success
Diagnosticum Bayern Mitte - Standort Ingolstadt,Ingolstadt,https://www.diagnosticum-ingolstadt.de,0,0,0,success
profertilita - Kinderwunschklinik,Regensburg,http://www.profertilita.de,0,0,0,success
Gemeinschaftspraxis Hainzinger Seefried Sieh Diabeteszentrum - Allgemeinmedizin,Ingolstadt,http://diabetologie-ingolstadt.de,0,0,0,success
LADR Medizinisches Versorgungszentrum Bremen,Bremen,https://ladr.de/fachlabore/bremen/kontakt,0,0,0,success
Frau Dr. med. Ruth Hiller,Bremen,https://ladr.de/fachlabore/bremen/ansprechpartner,0,0,0,success
Dr. med. Andreas Gerritzen,Bremen,https://www.google.com/maps/search/?api=1&query=Dr.%20med.%20Andreas%20Gerritzen&query_place_id=ChIJ_6o7tU8msUcRZgUWMjDcbKU,0,0,0,success
Medical Hygiene-Labor,Heilbronn,https://www.hygienelabor.de/de,0,0,0,success
Zentrum für Humangenetik Mannheim - ZHMA,Mannheim,https://www.zhma.de,0,0,0,success
Laborgemeinschaft Nord- Württemberg,Heilbronn,https://www.google.com/maps/search/?api=1&query=Laborgemeinschaft%20Nord-%20W%C3%BCrttemberg&query_place_id=ChIJKawZ2EMvmEcRrVWz3HFbQfA,0,0,0,success
MEDIADIG GmbH,Ilsfeld,http://www.mediadig.de,0,0,0,success
Krankenhaus Salem gGmbH,Heidelberg,http://www.krankenhaus-salem.de,0,0,0,success
"Endokrinologische Gemeinschaftspraxis Dres. Enghofer, Fohr & Dornisch",Mannheim,http://www.endokrima.de,0,2,0,success
"Institut für Labor-, Transfusionsmedizin und Mikrobiologie | Helios Klinikum Pforzheim",Pforzheim,https://www.helios-gesundheit.de/standorte-angebote/kliniken/pforzheim/fachbereiche/labor-transfusionsmedizin-mikrobiologie,0,0,0,success
DMM Labor für Lebensmittel-Diagnostik GmbH,Birkenfeld,https://www.google.com/maps/search/?api=1&query=DMM%20Labor%20f%C3%BCr%20Lebensmittel-Diagnostik%20GmbH&query_place_id=ChIJHxod2n5tl0cR_KrOtgoPV1Q,0,0,0,success
Frauenarztpraxis Mannheim-Seckenheim Dr. med. Corinna Labisch,Mannheim,https://www.frauenarztpraxis-labisch.de,0,0,0,success
MVZ ZEMODI Bremen Mitte,Bremen,https://www.lifelink-medical.com/standorte/lifelink-radiologie-bremen-mitte,0,0,0,success
Labor Hannover MVZ GmbH,Hannover,https://labor-augsburg-mvz.de/laborgruppe/labor-hannover-mvz,0,0,0,success
Laborgemeinschaft Hannover City,Hannover,https://www.google.com/maps/search/?api=1&query=Laborgemeinschaft%20Hannover%20City&query_place_id=ChIJF1xTleQKsEcRIwIULqZodJM,0,0,0,success
MAZ - Medizinisches Analyse-Zentrum,Hannover,https://ladr.de/basislabore/ansprechpartner,0,0,0,success
BioDoc - Labor für biomedizinische Diagnostik,Hannover,http://www.biodoc-online.de,0,0,0,success
Limbach Nord GmbH,Lehrte,http://www.labor-limbach-lehrte.de,0,0,0,success
Partnerschaftspraxis für Laboratoriumsmedizin,Hildesheim,https://www.nordlab.de,0,0,0,success
LADR Medizinisches Versorgungszentrum Hannover,Hannover,https://ladr.de/fachlabore/hannover/kontakt,0,0,0,success
Labor für Hämatologie Mannheim,Mannheim,http://www.haematologie-labor.de,0,0,0,success
Imd GmbH,Mannheim,https://gerinnungszentrum-mannheim.de,0,0,0,success
DEKRA Labor für Technische Textilien und Folien,Stuttgart,https://www.dekra.de/de/schadstoffanalytik,0,0,0,success
labopart - Medizinisches Labor Leipzig Mölbis,Rötha,https://www.labopart.de,0,0,0,success
ZRN Leipzig – Zentrum für Radiologie und Nuklearmedizin am Johannisplatz,Leipzig,https://www.zrn-leipzig.de,0,0,0,success
Medizinisches Labor Westsachsen (LG Sachsen-West),Zwickau,http://www.labor-westsachsen.de,0,0,3,success
Medizinisches Versorgungszentrum Stoffwechselmedizin Leipzig,Leipzig,http://www.stoffwechselmedizin-leipzig.de,0,0,0,success
Doceins Onkologie MVZ Mitte,Leipzig,https://doceins.de/leipzig-onkologie-johannisplatz,0,0,0,success
MEDICLIN MVZ Leipzig,Leipzig,http://www.leipzig-mvz.de,0,0,0,success
medipraxis - Hausarztpraxis Dr. Mertz,Leipzig,https://www.medipraxis.de,0,0,0,success
Laborgemeinschaft Chemnitzer Ärzte,Chemnitz,http://www.labor-westsachsen.de,0,0,3,success
Medizinisches Labor Nienburg - Dr. Bollig,Marklohe,http://www.labor-nienburg.de,0,0,0,success
LaborZentrumWeser,Minden,http://www.laborzentrumweser.de,0,0,0,success
Partnerschaftspraxis für Laboratoriumsmedizin,Hameln,http://www.nordlab.de,0,0,0,success
LADR Medizinisches Versorgungszentrum Baden-Baden,Baden-Baden,https://ladr.de/fachlabore/baden-baden/kontakt,0,0,0,success
MPU Labor,Baden-Baden,https://www.mpulabor.com,0,0,0,success
"Bioscientia MVZ Saarbrücken GmbH, Labor Saarbrücken",Saarbrücken,https://www.bioscientia.de/de/standorte/saarbruecken,0,0,0,success
Institut für Immunologie und Genetik,Kaiserslautern,http://www.immungenetik-kl.de,0,0,0,success
Ärztliches Labor Dr. Buhlmann,St. Ingbert,http://www.labor-buhlmann.de,0,0,0,success
"Diabetes- und Hausarztpraxis Düren - Dr. Marco Heck, Dr. Florian Küppers & Kollegen",Düren,http://www.diabetologie-dueren.de,0,0,0,success
Mein Film Lab,Hürtgenwald,https://www.meinfilmlab.de,0,0,0,success
"Gerinnungszentrum Köln I Rhein-Erft, Aachener Str. 313, 50931 Köln",Köln,http://www.transfusionsmedizin-koeln.de,0,0,2,success
Laborpraxis am Katharinenhospital,Stuttgart,http://www.klinikum-stuttgart.de,0,0,2,success
Praxis Dres. Levasseur,Aachen,http://www.praxis-levasseur.de,0,0,0,success
Marienhospital Stuttgart Institut für Laboratoriumsmedizin,Stuttgart,https://www.marienhospital-stuttgart.de/medizin-pflege/institute/laboratoriumsmedizin,0,0,0,success
Zentralinstitut für Klinische Chemie und Laboratoriumsmedizin | Klinikum Stuttgart,Stuttgart,https://www.klinikum-stuttgart.de/medizin-pflege/klinische-chemie-laboratoriumsmedizin,0,0,0,success
Dr. Maximilian Kittel - inolab®,Pforzheim,https://i-nolab.de,0,0,0,success
Mikrobiologisches Testlabor GmbH Bad Elster,Bad Elster,https://www.mtl-be.de,0,0,0,success
diagnosticum,Neukirchen/Erzgebirge,https://www.google.com/maps/search/?api=1&query=diagnosticum&query_place_id=ChIJOzfVi51Jp0cR8LZdGUVzY50,0,0,0,success
MZLA | Medizinisches Zentrallabor Altenburg,Altenburg,https://www.mzla.de,0,0,0,success
MVZ Labor Münster Hafenweg GmbH,Münster,https://www.labor-muenster.de,0,0,0,success
"LADR MVZ Dres. Bachg, Haselhorst & Kollegen Recklinghausen GbR",Recklinghausen,http://www.ladr.de/fachlabore/recklinghausen/kontakt,0,0,0,success
Gflid GmbH,Lünen,https://gflid.de,0,0,0,success
LADR Medizinisches Versorgungszentrum Nord-West Zweigpraxis Leer,Leer (Ostfriesland),https://ladr.de/fachlabore/leer/ansprechpartner,0,0,0,success
Dr. Niederau und Kollegen,Dortmund,http://www.labor-dortmund.de/index.php?id=10,0,0,0,success
BDL Labordiagnostik GmbH,Münster,http://www.bdl-muenster.de,0,0,0,success
Norbert Dickgießer Facharzt f.Laboratoriumsmed.,Dortmund,https://www.google.com/maps/search/?api=1&query=Norbert%20Dickgie%C3%9Fer%20Facharzt%20f.Laboratoriumsmed.&query_place_id=ChIJoz8QRuMZuUcRKahq9pJ5WDU,0,0,0,success
Zytolabor Hermeskeil,Hermeskeil,https://www.google.com/maps/search/?api=1&query=Zytolabor%20Hermeskeil&query_place_id=ChIJS-GXeC-FlUcRZVDeKfTFMXw,0,0,0,success
Laborgemeinschaft der Ärzte Mecklenburg-Vorpommern,Stralsund,https://www.iflb.de/das-labor/laborgemeinschaften,0,0,0,success
LADR MVZ Nord-West,Schüttorf,https://ladr.de/fachlabore/schuettorf/kontakt,0,0,0,success
Bioscientia MVZ Labor Mittelhessen GmbH,Kassel,https://ldm-labor.de,0,0,9,success
"Bioscientia Institut für Medizinische Diagnostik GmbH, Labor Fulda",Fulda,https://www.bioscientia.de/de/standorte/fulda,0,0,0,success
MVZ Labor Limbach Nürnberg GmbH,Wendelstein,http://www.labor-limbach-nuernberg.de,0,0,2,success
Bioscientia Institut für Medizinische Diagnostik GmbH,Duisburg,https://bioscientia.de,0,0,0,success
Bio-Diagnostix Labor GmbH,Reken,http://www.bio-diagnostix.de,0,0,0,success
Antech Lab Germany GmbH,Geesthacht,https://www.antechdiagnostics.de,0,0,0,failed
Labor Dr. von Froreich GmbH,Hamburg,https://www.labor-froreich.de,0,0,0,success
Dein Testzentrum Celle,Celle,https://deincoronatestzentrum.de,0,0,0,success
Dr. med. Hanns Riediger Facharzt f. Laboratoriumsmed.,Celle,https://www.google.com/maps/search/?api=1&query=Dr.%20med.%20Hanns%20Riediger%20Facharzt%20f.%20Laboratoriumsmed.&query_place_id=ChIJc8RUha0isEcRknkkMsiL_OI,0,0,0,success
"MVZ Clotten Labor Dr. Haas, Dr. Raif & Kollegen GbR",Freiburg im Breisgau,http://www.mvz-clotten.de,0,0,1,success
Herr Dr. med. Thomas Wittgens,Freiburg im Breisgau,http://www.bioscientia.de,0,0,0,success
Labor Aschaffenburg,Aschaffenburg,https://www.labor-ab.de/about,0,0,0,success
SYNLAB Jena ONCOSCREEN,Jena,https://www.oncoscreen.com,0,0,0,success
Laborgemeinschaft Thüringer Ärzte,Saalfeld/Saale,http://www.labor-thueringer-aerzte.de,0,0,0,success
Medizinisches Labor Saalfeld,Saalfeld/Saale,http://www.labor-saalfeld.de,0,0,0,success
Abteilung für Labor- und Hygienemedizin | Zentralklinik Bad Berka,Bad Berka,https://www.zentralklinik.de/unsere-medizin/unsere-fachbereiche/labor,0,0,0,success
Analytiklabor Pfeiffer GmbH,Neuhaus am Rennweg,https://www.analytiklabor-pfeiffer.com,0,0,0,failed
LifeLink Radiologie Simmerath,Simmerath,https://www.lifelink-medical.com/standorte/lifelink-radiologie-simmerath,0,0,0,success
RADIOLOGIE MÜNCHEN in Großhadern,München,https://www.radiologie-muenchen.de/standorte/radiologie-am-max-lebsche-platz,0,0,0,success
MRT Stuttgart | Radiologische Privatpraxis | ARISTRA,Stuttgart,https://aristra.de/standorte/mrt-stuttgart/?utm_source=google&utm_medium=gmb&utm_campaign=website_link,0,0,0,failed
Beyond Imaging Diagnostikzentrum,Leipzig,https://beyond-imaging.com,0,0,0,success
"Knochendichtemessung Köln, Fachärzte für Orthopädie",Köln,https://www.google.com/maps/search/?api=1&query=Knochendichtemessung%20K%C3%B6ln%2C%20Fach%C3%A4rzte%20f%C3%BCr%20Orthop%C3%A4die&query_place_id=ChIJc6VuIq8lv0cRpMle10QOmw4,0,0,0,success
Radiologie Zentrum Stuttgart,Stuttgart,http://www.radiologiezentrum-stuttgart.de,0,0,0,success
Radiologie Zentrum Neu-Ulm,Neu-Ulm,http://www.radiologie-nu.de,0,0,0,success
RNZ Radiologie & Nuklearmedizin (St. Theresien-Krankenhaus),Nürnberg,https://www.rnz-radiologie.de,0,0,0,success
RADTOP Radiologie Bochum Dr. Topcu & Kollegen,Bochum,https://www.radtop.de/bochum,0,0,0,success
RNZ Radiologie & Nuklearmedizin (Martin-Richter-Strasse),Nürnberg,https://www.rnz-radiologie.de,0,0,0,success
"Röntgeninstitut Düsseldorf | Radiologie, MRT, CT & mehr",Düsseldorf,http://www.roentgeninstitut.de,0,0,0,success
Beyond Imaging Diagnostikzentrum,Berlin,https://beyond-imaging.com,0,0,0,success
Beyond Imaging Diagnostikzentrum,Frankfurt am Main,https://beyond-imaging.com,0,0,0,success
MVZ Prof. Dr. Uhlenbrock und Partner (ehem. Praxis Balhorn),Warendorf,http://www.mvz-uhlenbrock.de,0,0,0,success
Radiologie Ottobrunn MVZ GmbH,Ottobrunn,http://www.radiologie-ottobrunn.de,0,0,0,success
DIE RADIOLOGIE - München Zentrum,München,http://www.die-radiologie.de/standorte/muenchen-zentrum.html,0,0,0,success
RADIOLOGIE MÜNCHEN im Alten Hof,München,https://www.radiologie-muenchen.de/standorte/radiologie-alter-hof,0,0,0,success
RADIOLOGIE MÜNCHEN am Marienplatz,München,https://www.radiologie-muenchen.de,0,0,0,success
Radiologie Dr. Göller & Kollegen,Nürnberg,https://www.radiologie-mmc.de,0,0,0,success
Radiologie 360° in Köln am Neumarkt,Köln,https://www.med360grad.de/radiologie-koeln-neumarkt/?utm_campaign=googlemybusiness-organic-radiologie_koeln_neumarkt,0,0,0,success
"Röntgeninstitut am Hofgarten | MRT, Mammografie & mehr",Düsseldorf,https://roentgeninstitut-am-hofgarten.de,0,0,0,success
RH Diagnostik und Therapie GmbH,Dortmund,https://rh-dt.de/praxen-und-kliniken,0,0,0,success
Praxis Schiffer/Radiologie 360° in Neuruppin,Neuruppin,https://www.med360grad.de/radiologie-neuruppin,0,0,0,success
Radiologische Praxis Neuruppin GbR (BAG) Dr. Reimund Parsche,Neuruppin,http://www.neuruppin-radiologie.de,0,0,0,failed
Abdomensonografie Berlin,Berlin,https://praxis-auskunft.de/abdomensonografie-berlin,0,2,0,success
MAMMADIAGNOSTIK Prof. Dr. Brossmann Mammographie 3D-Tomosynthese KI Analyse Ultraschall Termine online,Altenholz,http://www.mammadiagnostik-kiel.de,0,0,0,success
Radiologie Rendsburg,Rendsburg,https://www.radiologie-rendsburg.de,0,0,0,success
Radiologische Gemeinschaftspraxis Schleswig Dres. Kietzmann und Trojan,Schleswig,http://www.radiologische-gemeinschaftspraxis-schleswig.de,0,0,0,success
Institut für Röntgendiagnostik - Asklepios Klinik Pasewalk,Pasewalk,https://www.asklepios.com/presse/presse-mitteilungen/pasewalk/radiologie~ref=925b29b7-8b44-4b99-bcd0-df0af3ccb6a9~,0,0,0,success
Gemeinschaftspraxis für Radiologische Diagnostik Demmin,Demmin,http://www.radiologie-demmin.de,0,0,0,failed
Baltic Imaging Center,Greifswald,https://www.baltic-imaging-center.de/kontakt/index.htm,0,0,0,success
Radiologische Praxis - Dr. med. Lothar Sommer / Dr. med. Holger Resech,Greifswald,http://www.radiologie-hgw.de,0,0,0,success
DIE RADIOLOGIE Giesing,München,https://www.die-radiologie.de/radiologie-giesing,0,0,0,success
RIZ - Augsburg Innenstadt,Augsburg,http://www.riz-augsburg.de,0,0,0,success
Zentrum für Radiologische Diagnostik Ludwigshafen - ZRD,Ludwigshafen am Rhein,https://www.zrd.de/?site=start,0,0,0,success
Medic-Center Schwabach - Radiologie,Schwabach,https://www.medic-center-nuernberg.de/Praxen/Medic-Center-Schwabach-RadiologieHembacher-Weg-22-91126-Schwabach.html,0,0,0,success
LifeLink Radiologie Darmstadt am Fachärztezentrum Klinikum Darmstadt,Darmstadt,https://www.lifelink-medical.com/standorte/lifelink-radiologie-darmstadt-am-fachaerztezentrumam-klinikum-darmstadt,0,0,0,success
Radiologen in der Helix,Mainz,http://www.radiologie-mainz.de,0,0,0,success
Radiologie Im City Plaza,Stuttgart,https://radiologie-city-plaza.de,0,0,0,success
Prof. Dr. med. Jürgen Mäurer - Radiologie Berlin-Mitte,Berlin,https://radiologie-mitte-berlin.de,0,0,0,success
Radiologisches Zentrum am Kaufhof,Lübeck,http://www.radiologen-luebeck.de,0,0,0,success
Radiologie in der Spinnerei Bayreuth | Dr. med. Almut Einert,Bayreuth,http://www.radiologie-spinnerei.de,0,0,0,success
RNZ Radiologie & Nuklearmedizin (Lauf),Lauf an der Pegnitz,https://www.rnz-radiologie.de,0,0,0,success
SpOrt Medizin Stuttgart,Stuttgart,http://www.sport-medizin.eu,0,0,0,success
DIE RADIOLOGIE Schwabing,München,https://www.die-radiologie.de/radiologie-schwabing,0,0,0,success
Zentrum / Innere Medizin / Fünf Höfe,München,http://www.zim-fuenf-hoefe.de,0,0,0,success
RNZ Radiologie (Rummelsberg),Schwarzenbruck,https://www.rnz-radiologie.de,0,0,0,success
Orthopädiezentrum Kurfürstendamm,Berlin,https://www.ok-kudamm.de,0,0,0,success
Charité Campus Benjamin Franklin,Berlin,https://www.charite.de/die_charite/campi/campus_benjamin_franklin,0,0,0,success
RADIOLOGIE MÜNCHEN Unterschleißheim,Unterschleißheim,http://www.diagnosticum-muenchen.de,0,0,0,success
MVZ-Radiologie Elisenhof,München,http://www.radiologie-elisenhof.de,0,0,0,success
OsteoPro – Ihre Osteoporosespezialpraxis in München,München,https://www.google.com/maps/search/?api=1&query=OsteoPro%20%E2%80%93%20Ihre%20Osteoporosespezialpraxis%20in%20M%C3%BCnchen&query_place_id=ChIJ_2_IxZvfnUcR5MOLPC1wqFU,0,0,0,success
Conradia Radiologie - PET-CT im Krankenhaus Neuwittelsbach,München,https://www.conradia.de/standort-radiologie/conradia-radiologie-muenchen-pet-ct-im-krankenhaus-neuwittelsbach,0,0,0,success
RADIOLOGIE MÜNCHEN im Krankenhaus Martha Maria,München,https://www.radiologie-muenchen.de/standorte/martha-maria,0,0,0,success
Dr. med. Ernst Heinrich Habersbrunner,München,https://www.google.com/maps/search/?api=1&query=Dr.%20med.%20Ernst%20Heinrich%20Habersbrunner&query_place_id=ChIJQRrcwvEBCUERc8bzre-KyKo,0,0,0,success
Radiologie - DiVoCare - München,München,https://www.divocare.de/?utm_source=GBP&utm_medium=Websiten-Click&utm_campaign=GoogleBusinessProfile,0,0,0,success
